,3LargestGFA,ListOfAllPropertyUseTypes,FirstUseType,SecondLargestPropertyUseType,YearBuilt,NumberofFloors,NumberofBuildings,Latitude,Longitude,Neighborhood,SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu)
523,185777.0,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Large Office,Non-Refrigerated Warehouse,1993,3,1.0,47.614,-122.35375,DOWNTOWN,10053489.0,10053488.0,0.0,0.0
524,138935.0,"Data Center, Office",Large Office,Data Center,2000,5,1.0,47.61287,-122.35022,DOWNTOWN,17186624.0,17186623.0,0.0,0.0
525,95330.0,Non-Refrigerated Warehouse,Warehouse,,1912,5,1.0,47.60703,-122.34038,DOWNTOWN,1262235.25,1262235.0,0.0,0.0
526,91035.0,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Large Office,Adult Education,1918,6,1.0,47.60604,-122.33948,DOWNTOWN,4515180.5,4248918.0,0.0,266262.0
527,130805.0,"Data Center, Office, Retail Store",Large Office,Retail Store,1905,6,1.0,47.6047,-122.33739,DOWNTOWN,6797647.0,6797646.0,0.0,0.0
528,96480.0,"Office, Retail Store",Large Office,Retail Store,1910,6,1.0,47.60247,-122.33621,DOWNTOWN,4946798.5,3574020.0,1372778.0,0.0
529,81204.0,Retail Store,Retail Store,Retail Store,1910,6,1.0,47.60223,-122.33602,DOWNTOWN,3241917.0,2235899.0,1006018.0,0.0
530,160447.0,"Non-Refrigerated Warehouse, Office, Other",Warehouse,Office,1985,2,1.0,47.5829,-122.32417,GREATER DUWAMISH,8384523.0,7062138.0,1322385.0,0.0
531,168246.0,"Office, Parking",Large Office,Parking,1951,2,1.0,47.58716,-122.32214,GREATER DUWAMISH,10287986.0,8429189.0,1858797.0,0.0
532,110612.0,"Distribution Center, Office",Distribution Center,Office,1960,1,1.0,47.58685,-122.32501,GREATER DUWAMISH,1015060.188,1015060.0,0.0,0.0
533,149881.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1951,4,1.0,47.58553,-122.32511,GREATER DUWAMISH,2417401.25,705059.0,1712342.0,0.0
534,129420.0,Non-Refrigerated Warehouse,Warehouse,,1951,3,1.0,47.58042,-122.32552,GREATER DUWAMISH,6468090.0,5813591.0,654498.0,0.0
535,81487.0,"Distribution Center, Office, Retail Store",Distribution Center,Office,1970,1,1.0,47.58096,-122.32313,GREATER DUWAMISH,2848317.25,2848317.0,0.0,0.0
536,73335.0,"Distribution Center, Parking",Distribution Center,Parking,1961,1,1.0,47.57055,-122.3267,GREATER DUWAMISH,5197118.0,2606839.0,2590279.0,0.0
537,56876.0,"Distribution Center, Office, Retail Store",Distribution Center,Office,1928,2,1.0,47.5794,-122.32848,GREATER DUWAMISH,1791715.625,1011283.0,780432.0,0.0
538,61200.0,Non-Refrigerated Warehouse,Warehouse,,1931,2,1.0,47.58241,-122.32866,GREATER DUWAMISH,4912143.0,1782902.0,3129241.0,0.0
539,109090.0,Distribution Center,Distribution Center,,1987,1,1.0,47.58772,-122.32686,GREATER DUWAMISH,1555420.25,1050508.0,504912.0,0.0
540,65700.0,"Other - Public Services, Parking",Other,Parking,1986,2,3.0,47.5908,-122.32828,GREATER DUWAMISH,6858533.5,4242711.0,2615822.0,0.0
541,101807.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Mixed Use Property,Multifamily Housing,1930,2,3.0,47.59439,-122.32839,GREATER DUWAMISH,3639670.25,3639670.0,0.0,0.0
542,168735.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,1970,1,1.0,47.69197,-122.35877,NORTHWEST,16865978.0,13051820.0,3814156.0,0.0
543,70074.0,Office,Small- and Mid-Sized Office,,2001,4,1.0,47.6633,-122.37549,BALLARD,4817062.0,4817062.0,0.0,0.0
544,56259.0,"Non-Refrigerated Warehouse, Office, Retail Store",Warehouse,Retail Store,1974,3,1.0,47.6592,-122.38437,MAGNOLIA / QUEEN ANNE,2346571.5,817697.0,1528874.0,0.0
545,143439.0,"Other, Parking",Other,Parking,2006,6,1.0,47.65529,-122.32133,NORTHEAST,25631512.0,14100771.0,11530741.0,0.0
546,143572.0,"Fitness Center/Health Club/Gym, Office, Parking",Large Office,Parking,2008,4,1.0,47.64912,-122.34823,LAKE UNION,8873485.0,8873484.0,0.0,0.0
547,77174.0,Office,Small- and Mid-Sized Office,,2000,2,1.0,47.64932,-122.35187,LAKE UNION,5481549.0,5481548.0,0.0,0.0
548,107415.0,"Office, Other, Parking",Large Office,Other,1998,5,1.0,47.62817,-122.34212,MAGNOLIA / QUEEN ANNE,6859198.0,6859197.0,0.0,0.0
549,239657.0,"Data Center, Office, Other, Parking",Mixed Use Property,Office,2008,5,1.0,47.6289,-122.32877,LAKE UNION,21042926.0,17407502.0,3635421.0,0.0
550,97365.0,Laboratory,Laboratory,,1999,4,1.0,47.63079,-122.32693,LAKE UNION,36436388.0,16913185.0,19523202.0,0.0
551,246507.0,"Office, Parking",Large Office,Parking,2000,7,1.0,47.62225,-122.35915,MAGNOLIA / QUEEN ANNE,8655604.0,8488392.0,167210.0,0.0
552,104239.0,"Office, Parking",Large Office,Parking,1974,5,1.0,47.61949,-122.35639,MAGNOLIA / QUEEN ANNE,4750799.0,4059275.0,691523.0,0.0
553,139570.0,"Office, Parking, Retail Store",Small- and Mid-Sized Office,Parking,1902,3,1.0,47.61472,-122.35566,DOWNTOWN,12029600.0,8209260.0,3820339.0,0.0
554,150561.0,"Office, Parking",Large Office,Parking,1975,8,1.0,47.61732,-122.34791,DOWNTOWN,9343428.0,8155743.0,1187684.0,0.0
555,274362.0,Office,Large Office,,1953,7,1.0,47.61628,-122.33391,DOWNTOWN,16540550.0,15836054.0,704494.0,0.0
556,341839.0,"Office, Parking",Large Office,Parking,1983,15,1.0,47.61599,-122.34165,DOWNTOWN,17750994.0,15083312.0,2667680.0,0.0
557,174959.0,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Large Office,Bar/Nightclub,1963,11,1.0,47.61481,-122.33969,DOWNTOWN,11480494.0,7209495.0,1383432.0,2887565.25
558,429406.0,"Data Center, Office",Data Center,Office,1981,33,1.0,47.61438,-122.33871,DOWNTOWN,274682208.0,274532495.0,149672.0,0.0
559,2000305.0,"Office, Parking",Large Office,Parking,1985,76,1.0,47.60454,-122.33072,DOWNTOWN,92937640.0,87851862.0,5085763.0,0.0
560,416041.0,"Medical Office, Office, Parking",Large Office,Parking,1981,19,1.0,47.61418,-122.33485,DOWNTOWN,15878689.0,15878687.0,0.0,0.0
561,330714.0,"Medical Office, Parking, Retail Store",Medical Office,Parking,1925,18,1.0,47.6129,-122.33684,DOWNTOWN,22104512.0,16002341.0,11981.0,6090187.5
562,78920.0,Retail Store,Retail Store,,1929,4,1.0,47.61203,-122.33486,DOWNTOWN,8303666.5,7177346.0,1126320.0,0.0
563,131101.0,"Office, Retail Store",Large Office,Retail Store,1979,7,1.0,47.61051,-122.34439,DOWNTOWN,5177270.5,4871126.0,1416041.0,0.0
564,741684.0,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other,Other - Entertainment/Public Assembly,1999,0,1.0,47.61289,-122.33531,DOWNTOWN,46510960.0,46510954.0,0.0,0.0
565,45820.0,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Mixed Use Property,Performing Arts,1908,4,1.0,47.61505,-122.32,EAST,3686962.25,973907.0,2713055.0,0.0
566,138257.0,"Office, Retail Store",Large Office,Retail Store,1908,10,1.0,47.61036,-122.34037,DOWNTOWN,3775187.5,2244507.0,0.0,1530680.625
567,45000.0,Retail Store,Retail Store,,1940,3,1.0,47.60956,-122.33715,DOWNTOWN,2443141.5,2209419.0,233722.0,0.0
568,73563.0,Retail Store,Retail Store,,1924,3,1.0,47.60925,-122.33734,DOWNTOWN,7802205.5,7802052.0,153.0,0.0
569,51957.0,"Office, Restaurant",Small- and Mid-Sized Office,Restaurant,1909,6,1.0,47.60765,-122.34097,DOWNTOWN,2886141.5,2886141.0,0.0,0.0
570,446196.0,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Large Office,Parking,1970,29,1.0,47.60765,-122.3348,DOWNTOWN,36378588.0,32633842.0,3744742.0,0.0
571,202170.0,"Office, Other - Technology/Science, Parking",Large Office,Parking,1929,27,1.0,47.60769,-122.33544,DOWNTOWN,16246106.0,8704772.0,127447.0,7413886.0
572,164385.0,"Office, Other",Large Office,Other,1921,13,1.0,47.60741,-122.33565,DOWNTOWN,19036416.0,19036413.0,0.0,0.0
573,216094.0,"Office, Parking",Large Office,Parking,1998,13,1.0,47.60582,-122.33464,DOWNTOWN,17074142.0,17074139.0,0.0,0.0
574,111647.0,"Data Center, Office, Retail Store",Large Office,Retail Store,1910,7,1.0,47.60576,-122.33922,DOWNTOWN,4585070.5,4371815.0,213255.0,0.0
575,50250.0,Office,Small- and Mid-Sized Office,,1921,3,1.0,47.60366,-122.33328,DOWNTOWN,1968655.125,1968655.0,0.0,0.0
576,94947.0,"Financial Office, Food Service, Office, Other",Large Office,Financial Office,1911,17,1.0,47.60304,-122.33362,DOWNTOWN,6758565.5,5021914.0,0.0,1736650.625
577,1293453.0,"Data Center, Medical Office, Office, Parking, Restaurant",Large Office,Parking,1981,42,1.0,47.60573,-122.33028,DOWNTOWN,37980712.0,37980705.0,0.0,0.0
579,148873.0,"Medical Office, Parking",Medical Office,Parking,1988,5,1.0,47.60663,-122.32157,EAST,8523594.0,7873601.0,649993.0,0.0
580,60122.0,"College/University, Parking",University,Parking,1916,2,1.0,47.6094,-122.31506,CENTRAL,690529.5,593029.0,97500.0,0.0
581,92955.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1910,6,1.0,47.5981,-122.33369,DOWNTOWN,4052720.0,3983832.0,68888.0,0.0
582,204993.0,Office,Large Office,,1971,9,1.0,47.6029,-122.32927,DOWNTOWN,15272491.0,11225008.0,0.0,4047481.0
583,457637.0,"Office, Parking",Large Office,Parking,1998,8,1.0,47.59878,-122.33088,DOWNTOWN,13568148.0,13568146.0,0.0,0.0
584,58500.0,Other,Other,,1939,2,1.0,47.59273,-122.33455,GREATER DUWAMISH,1594422.5,717806.0,876616.0,0.0
585,59881.0,"Office, Restaurant",Small- and Mid-Sized Office,Restaurant,1907,6,1.0,47.58958,-122.33369,GREATER DUWAMISH,4353025.0,4353024.0,0.0,0.0
586,77800.0,"Non-Refrigerated Warehouse, Parking",Warehouse,Parking,1960,1,1.0,47.58454,-122.3269,GREATER DUWAMISH,2356376.75,1117577.0,1238800.0,0.0
587,99122.0,"Office, Other",Other,Office,1944,4,1.0,47.5829,-122.32417,GREATER DUWAMISH,14469228.0,12766128.0,1703098.0,0.0
588,77000.0,"Non-Refrigerated Warehouse, Office, Other",Other,Office,1985,1,1.0,47.58251,-122.32528,GREATER DUWAMISH,6345009.5,5354420.0,990589.0,0.0
589,114090.0,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Warehouse,Office,1952,2,1.0,47.57613,-122.33864,GREATER DUWAMISH,3534690.75,1657935.0,1876755.0,0.0
590,152511.0,Other,Other,,1970,1,1.0,47.56301,-122.32564,GREATER DUWAMISH,6673138.0,6673137.0,0.0,0.0
591,101780.0,"Data Center, Office",Small- and Mid-Sized Office,Data Center,1950,1,1.0,47.55695,-122.33176,GREATER DUWAMISH,6235947.0,3877758.0,2358189.0,0.0
592,141917.0,"Office, Parking",Large Office,Parking,1973,2,1.0,47.55238,-122.32762,GREATER DUWAMISH,6843855.0,6557481.0,286373.0,0.0
593,56900.0,Non-Refrigerated Warehouse,Warehouse,,1966,1,1.0,47.54923,-122.32446,GREATER DUWAMISH,1951856.25,1951856.0,0.0,0.0
594,256472.0,"Office, Parking",Large Office,Parking,1975,5,1.0,47.54699,-122.32882,GREATER DUWAMISH,10775646.0,10775645.0,0.0,0.0
595,71718.0,Distribution Center,Distribution Center,,1969,1,1.0,47.54326,-122.33134,GREATER DUWAMISH,151754.2969,151754.0,0.0,0.0
596,55450.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1969,1,1.0,47.53628,-122.3329,GREATER DUWAMISH,4345698.0,2149197.0,2196501.0,0.0
597,55000.0,Distribution Center,Distribution Center,,1979,1,1.0,47.52549,-122.33064,GREATER DUWAMISH,2763597.0,1240788.0,1522809.0,0.0
598,99471.0,"Parking, Retail Store",Retail Store,Parking,1992,1,1.0,47.52222,-122.36892,DELRIDGE,7305474.0,4972873.0,2332600.0,0.0
599,311861.0,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,Retail Store,2002,6,1.0,47.66478,-122.29804,NORTHEAST,8915523.0,7663584.0,1251938.0,0.0
600,27382.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1963,1,1.0,47.57903,-122.29982,GREATER DUWAMISH,7439009.0,4327325.0,3111684.0,0.0
601,81526.0,Office,Small- and Mid-Sized Office,,1929,3,1.0,47.54103,-122.33766,DELRIDGE,37951708.0,18610055.0,685132.0,0.0
602,625507.0,"Other, Parking, Restaurant, Retail Store",Parking,Retail Store,2000,5,1.0,47.70911,-122.32529,NORTH,11077140.0,10602152.0,474987.0,0.0
603,407491.0,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,Non-Refrigerated Warehouse,1986,1,1.0,47.56613,-122.33838,GREATER DUWAMISH,15091579.0,7501894.0,7589685.0,0.0
604,57100.0,"Non-Refrigerated Warehouse, Office, Retail Store",Mixed Use Property,Office,1902,4,1.0,47.59937,-122.33116,DOWNTOWN,1141189.75,681682.0,459508.0,0.0
605,225445.0,"Office, Parking",Large Office,Parking,2008,4,1.0,47.6252,-122.36737,MAGNOLIA / QUEEN ANNE,9683979.0,9683978.0,0.0,0.0
606,95760.0,Office,Small- and Mid-Sized Office,,1900,6,1.0,47.5992,-122.33223,DOWNTOWN,5392617.5,4593859.0,798758.0,0.0
607,178087.0,Non-Refrigerated Warehouse,Warehouse,,1946,1,1.0,47.56733,-122.3352,GREATER DUWAMISH,3459543.0,3459542.0,0.0,0.0
608,70000.0,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Warehouse,Other - Services,1917,1,1.0,47.57513,-122.33739,GREATER DUWAMISH,605971.1875,605971.0,0.0,0.0
609,170632.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1966,1,1.0,47.5725,-122.3571,DELRIDGE,602245.0,602245.0,0.0,0.0
610,389011.0,"Office, Parking",Large Office,Parking,1994,10,1.0,47.63264,-122.34171,MAGNOLIA / QUEEN ANNE,11410228.0,10834205.0,576022.0,0.0
611,390275.0,"Office, Parking",Large Office,Parking,2009,17,1.0,47.60214,-122.32726,DOWNTOWN,13631141.0,13631140.0,0.0,0.0
612,95763.0,"Multifamily Housing, Office, Parking, Retail Store",Mixed Use Property,Parking,2009,6,1.0,47.6586,-122.3124,NORTHEAST,4865551.5,3880094.0,985457.0,0.0
613,91022.0,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,Restaurant,1956,2,1.0,47.66246,-122.29898,NORTHEAST,5453438.5,3884335.0,1569103.0,0.0
614,52924.0,K-12 School,K-12 School,,1988,1,1.0,47.6012,-122.31548,CENTRAL,1957268.0,1957268.0,0.0,0.0
615,136917.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1966,2,1.0,47.51304,-122.28394,GREATER DUWAMISH,3004271.0,3004271.0,0.0,0.0
616,177748.0,Medical Office,Medical Office,,2003,5,1.0,47.6056366,-122.3214798,EAST,9941308.0,9941307.0,0.0,0.0
617,60448.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1978,1,1.0,47.51168,-122.28285,GREATER DUWAMISH,1052244.75,620853.0,431392.0,0.0
618,2080885.0,"Hospital (General Medical & Surgical), Parking",Hospital,Parking,1994,14,7.0,47.608951,-122.322402,EAST,291614432.0,139354828.0,17316120.0,134943456.0
619,215197.0,Other,Other,,1928,4,3.0,47.61915,-122.35871,MAGNOLIA / QUEEN ANNE,11147342.0,4031128.0,7116213.0,0.0
620,62600.0,"Office, Other, Parking",Mixed Use Property,Office,2004,4,1.0,47.60453796,-122.3203278,EAST,2655387.5,2604783.0,50604.0,0.0
621,285150.0,"Medical Office, Parking",Medical Office,Parking,1990,5,1.0,47.60796711,-122.3195445,EAST,12731388.0,11761550.0,969837.0,0.0
622,87552.0,Financial Office,Financial Office,,1987,5,1.0,47.6993,-122.32378,NORTH,7771933.5,7771933.0,0.0,0.0
623,87332.0,Non-Refrigerated Warehouse,Warehouse,,2004,4,1.0,47.6582,-122.36434,BALLARD,1165598.875,1027649.0,137950.0,0.0
624,150545.0,"Hotel, Parking",Hotel,Parking,2003,6,1.0,47.61210727,-122.3205972,EAST,13410041.0,5601497.0,7808543.0,0.0
625,140000.0,"Other - Entertainment/Public Assembly, Restaurant",Other,Restaurant,1999,5,1.0,47.62147,-122.34817,MAGNOLIA / QUEEN ANNE,19085174.0,14573159.0,4512014.0,0.0
626,116006.0,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,Parking,2008,5,1.0,47.62562,-122.35121,MAGNOLIA / QUEEN ANNE,9444484.0,4825247.0,4619236.0,0.0
627,132828.0,Non-Refrigerated Warehouse,Warehouse,,1988,4,1.0,47.61818,-122.31728,EAST,1083729.625,1083729.0,0.0,0.0
628,70400.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1970,1,1.0,47.53935,-122.34402,DELRIDGE,13962749.0,9916987.0,4045761.0,0.0
629,130767.0,Retail Store,Retail Store,,1995,1,1.0,47.71417,-122.34256,NORTHWEST,10713006.0,5935365.0,4777640.0,0.0
630,55353.0,K-12 School,K-12 School,,1988,3,1.0,47.6021,-122.29181,CENTRAL,1433596.0,1433596.0,0.0,0.0
631,114000.0,College/University,University,,1974,4,2.0,47.5997,-122.30364,CENTRAL,7575080.0,6341815.0,1233264.0,0.0
632,280633.0,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)",2002,3,1.0,47.5805,-122.33032,GREATER DUWAMISH,20675922.0,18175883.0,2500035.0,0.0
633,157151.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1965,1,1.0,47.57311,-122.3601,SOUTHWEST,1069749.75,948207.0,121543.0,0.0
634,322657.0,"Laboratory, Medical Office",Medical Office,Laboratory,1910,6,1.0,47.60705,-122.30966,CENTRAL,25471308.0,25205084.0,266222.0,0.0
635,74178.0,Retail Store,Retail Store,,1958,1,1.0,47.54862,-122.32272,GREATER DUWAMISH,5402181.0,3296324.0,2105856.0,0.0
636,80360.0,Non-Refrigerated Warehouse,Warehouse,,1987,4,1.0,47.70799,-122.30185,NORTH,686019.1875,437019.0,249000.0,0.0
637,62975.0,K-12 School,K-12 School,,1950,1,1.0,47.5795,-122.38723,SOUTHWEST,2424724.25,720406.0,1704318.0,0.0
638,46280.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1996,3,1.0,47.61318,-122.32122,EAST,10077532.0,5813407.0,4264124.0,0.0
639,51856.0,"Automobile Dealership, Office",Automobile Dealership,Office,2008,2,1.0,47.59394,-122.32452,GREATER DUWAMISH,1938613.125,1938613.0,0.0,0.0
640,53786.0,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",Mixed Use Property,Manufacturing/Industrial Plant,1921,3,1.0,47.58718,-122.33467,GREATER DUWAMISH,7070998.5,7070998.0,0.0,0.0
641,65434.0,Office,Large Office,,1960,3,1.0,47.66181,-122.31231,NORTHEAST,17880184.0,17791664.0,88516.0,0.0
646,132804.0,Senior Care Community,Senior Care Community,,1963,3,1.0,47.59505,-122.29824,CENTRAL,9097980.0,3023688.0,6074292.0,0.0
651,22220.0,Worship Facility,Worship Facility,,1957,2,1.0,47.67738,-122.28996,NORTHEAST,778355.8125,208060.0,570296.0,0.0
652,50956.0,K-12 School,K-12 School,,1955,1,1.0,47.69054,-122.29705,NORTHEAST,2331952.75,753694.0,1578259.0,0.0
656,47870.0,"Non-Refrigerated Warehouse, Office, Other",Mixed Use Property,Other,1962,1,1.0,47.54437,-122.30863,GREATER DUWAMISH,2042771.0,1689972.0,352799.0,0.0
657,40000.0,Non-Refrigerated Warehouse,Warehouse,,1976,1,1.0,47.54137,-122.33051,GREATER DUWAMISH,1618916.375,1618916.0,0.0,0.0
658,27800.0,Distribution Center,Distribution Center,,1965,1,1.0,47.54113,-122.32633,GREATER DUWAMISH,1224186.25,880605.0,343581.0,0.0
660,46340.0,Non-Refrigerated Warehouse,Warehouse,,2001,1,1.0,47.55436,-122.33631,GREATER DUWAMISH,2564004.0,2564004.0,0.0,0.0
661,22800.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,1994,1,3.0,47.54134,-122.30529,GREATER DUWAMISH,2222097.5,358020.0,1864077.0,0.0
663,38460.0,Office,Small- and Mid-Sized Office,,1910,3,1.0,47.60191,-122.31438,CENTRAL,1950713.25,1464669.0,486044.0,0.0
669,21022.0,Worship Facility,Worship Facility,,1922,2,1.0,47.68576,-122.35481,NORTHWEST,945245.625,137902.0,807343.0,0.0
676,51489.0,K-12 School,K-12 School,,1954,2,1.0,47.5773,-122.4074,SOUTHWEST,1984067.625,750281.0,1233786.0,0.0
680,48001.0,Distribution Center,Distribution Center,,1967,1,1.0,47.51127,-122.281,GREATER DUWAMISH,2143650.75,593580.0,1550071.0,0.0
681,26380.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1979,1,1.0,47.51399,-122.27946,GREATER DUWAMISH,509124.0,508416.0,708.0,0.0
682,39120.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1969,1,1.0,47.51018,-122.28192,GREATER DUWAMISH,2559461.75,1276462.0,1283000.0,0.0
683,30375.0,Non-Refrigerated Warehouse,Warehouse,,1981,1,1.0,47.51127,-122.281,GREATER DUWAMISH,345866.6875,345867.0,0.0,0.0
684,29230.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1979,1,1.0,47.51104,-122.28245,GREATER DUWAMISH,369291.5,369291.0,0.0,0.0
687,39971.0,"Office, Other, Retail Store, Swimming Pool",Other,Retail Store,1928,3,1.0,47.68541,-122.27097,NORTHEAST,10960107.0,3598398.0,7361709.0,0.0
689,33589.0,Worship Facility,Worship Facility,,1914,2,1.0,47.68164,-122.3753,BALLARD,509836.1875,111626.0,398210.0,0.0
692,43495.0,Office,Small- and Mid-Sized Office,,1979,3,1.0,47.66587,-122.38476,BALLARD,3220635.25,3216396.0,4239.0,0.0
693,28492.0,Office,Small- and Mid-Sized Office,,1978,2,1.0,47.67528,-122.40836,BALLARD,1896298.875,1363957.0,532342.0,0.0
694,20800.0,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Small- and Mid-Sized Office,Medical Office,1963,3,1.0,47.6744,-122.40735,BALLARD,1401315.875,1401316.0,0.0,0.0
695,22719.0,"Parking, Restaurant",Restaurant,Parking,1977,3,1.0,47.67398,-122.40765,BALLARD,1358519.0,1358519.0,0.0,0.0
697,69000.0,Laboratory,Laboratory,,1946,2,1.0,47.61597,-122.33086,DOWNTOWN,7251589.0,7251588.0,0.0,0.0
713,48887.0,K-12 School,K-12 School,,1925,2,1.0,47.60842,-122.30093,CENTRAL,1967476.375,724560.0,1242916.0,0.0
715,147545.0,Retail Store,Retail Store,,1917,2,1.0,47.59692,-122.31543,DOWNTOWN,6787070.0,4133510.0,2653559.0,0.0
716,25978.0,"Office, Other",Other,Office,1923,2,1.0,47.68339,-122.31947,NORTH,1114384.625,1114384.0,0.0,0.0
725,46066.0,K-12 School,K-12 School,,1930,2,1.0,47.68636,-122.3423,NORTHWEST,2249592.5,777836.0,1471756.0,0.0
726,23835.0,Social/Meeting Hall,Social/Meeting Hall,,1917,2,1.0,47.67713,-122.35398,NORTHWEST,1362523.0,192436.0,1170087.0,0.0
730,31020.0,Restaurant,Restaurant,,1955,2,1.0,47.61468,-122.34925,DOWNTOWN,4970047.0,1221601.0,3748445.0,0.0
731,21600.0,"Office, Other - Lodging/Residential",Small- and Mid-Sized Office,Other - Lodging/Residential,1917,2,1.0,47.61402,-122.35016,DOWNTOWN,1636649.125,1241985.0,394664.0,0.0
732,41540.0,"Bank Branch, Office",Small- and Mid-Sized Office,Bank Branch,1974,5,1.0,47.6158,-122.35126,DOWNTOWN,4322873.0,1915699.0,2407174.0,0.0
735,64630.0,Office,Small- and Mid-Sized Office,,1942,3,1.0,47.61683,-122.35176,DOWNTOWN,1408291.375,1408291.0,0.0,0.0
736,20920.0,Worship Facility,Worship Facility,,1948,2,1.0,47.61636,-122.35094,DOWNTOWN,1042108.5,285047.0,757062.0,0.0
742,22128.0,Worship Facility,Worship Facility,,1926,2,1.0,47.57384,-122.41182,SOUTHWEST,608359.6875,153306.0,455054.0,0.0
745,40000.0,Retail Store,Retail Store,,1968,1,1.0,47.72736,-122.34579,NORTHWEST,859236.625,468402.0,390834.0,0.0
750,21364.0,"K-12 School, Worship Facility",Worship Facility,K-12 School,1949,2,1.0,47.56633,-122.38725,SOUTHWEST,965651.125,162220.0,803431.0,0.0
